timestamp_utc,symbol,interval,signal,trade_direction,open,high,low,close,candle_dir,total_volume,vol_ratio_vs_avg,delta,delta_ratio,poc_price,max_bull_stacked,max_bear_stacked,confluence_score,confluence_stars,follow_through,is_news_candle
2021-12-31 23:29,BTCUSDT,1m,NONE,—,46410.86,46410.87,46350.43,46350.44,BEAR,15.6864,0.313,-8.6928,0.5542,46350.0,0,12,0,2,N/A,NO
2021-12-31 23:30,BTCUSDT,1m,NONE,—,46350.44,46398.99,46350.01,46383.61,BULL,14.543,0.29,2.365,0.1626,46350.0,0,0,0,1,N/A,NO
2021-12-31 23:31,BTCUSDT,1m,NONE,—,46383.61,46399.81,46381.27,46399.79,BULL,9.958,0.199,-1.9524,0.1961,46380.0,0,0,0,1,N/A,NO
2021-12-31 23:32,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46399.79,46410.65,46384.9,46387.11,BEAR,3.932,0.078,-1.189,0.3024,46385.0,0,0,0,2,NO,NO
2021-12-31 23:33,BTCUSDT,1m,CVD_DIV,LONG,46387.11,46517.2,46365.74,46469.23,BULL,36.9,0.736,13.212,0.358,46365.0,0,0,0,1,YES,NO
2021-12-31 23:34,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46462.28,46482.59,46457.51,46468.22,BULL,13.4775,0.269,2.3025,0.1708,46460.0,0,0,0,1,YES,NO
2021-12-31 23:35,BTCUSDT,1m,NONE,—,46468.22,46468.23,46407.27,46408.16,BEAR,10.968,0.219,0.7032,0.0641,46405.0,0,0,0,1,N/A,NO
2021-12-31 23:36,BTCUSDT,1m,EXHAUSTION_BEAR,LONG,46412.96,46442.9,46406.03,46433.6,BULL,6.3427,0.126,0.7973,0.1257,46405.0,0,0,0,1,NO,NO
2021-12-31 23:37,BTCUSDT,1m,BULL_ABSORPTION,LONG,46431.57,46433.6,46375.6,46410.38,BEAR,7.8756,0.157,0.7164,0.091,46375.0,0,0,0,1,NO,NO
2021-12-31 23:38,BTCUSDT,1m,NONE,—,46410.38,46410.39,46401.64,46403.57,BEAR,5.7088,0.114,-0.6904,0.1209,46400.0,0,0,0,1,N/A,NO
2021-12-31 23:39,BTCUSDT,1m,NONE,—,46403.58,46403.58,46381.67,46383.95,BEAR,6.87,0.137,-3.874,0.5639,46380.0,0,4,0,2,N/A,NO
2021-12-31 23:40,BTCUSDT,1m,NONE,—,46383.94,46433.14,46382.71,46423.89,BULL,6.964,0.139,0.044,0.0063,46385.0,0,0,0,1,N/A,NO
2021-12-31 23:41,BTCUSDT,1m,BULL_ABSORPTION,LONG,46423.9,46428.85,46413.6,46428.73,BULL,6.0147,0.12,1.0605,0.1763,46415.0,0,0,0,1,NO,NO
2021-12-31 23:42,BTCUSDT,1m,DELTA_DIV,LONG,46428.74,46446.57,46390.0,46399.76,BEAR,16.5407,0.33,5.1469,0.3112,46390.0,0,0,0,1,YES,NO
2021-12-31 23:43,BTCUSDT,1m,NONE,—,46399.76,46433.06,46392.0,46433.05,BULL,11.5136,0.23,-1.0352,0.0899,46390.0,0,0,0,1,N/A,NO
2021-12-31 23:44,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46433.05,46520.13,46424.06,46465.54,BULL,31.578,0.63,12.122,0.3839,46425.0,0,0,0,1,YES,NO
2021-12-31 23:45,BTCUSDT,1m,BULL_ABSORPTION,LONG,46465.54,46465.55,46413.42,46433.8,BEAR,25.709,0.513,17.159,0.6674,46415.0,10,0,0,3,NO,NO
2021-12-31 23:46,BTCUSDT,1m,BULL_ABSORPTION,LONG,46433.8,46433.81,46392.03,46406.78,BEAR,13.9744,0.279,-2.0496,0.1467,46390.0,0,0,0,2,YES,NO
2021-12-31 23:47,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46411.44,46448.97,46404.08,46414.99,BULL,11.7954,0.235,4.8438,0.4107,46405.0,0,0,0,2,YES,NO
2021-12-31 23:48,BTCUSDT,1m,NONE,—,46414.99,46415.37,46382.21,46386.19,BEAR,10.2515,0.204,1.0325,0.1007,46380.0,0,0,0,1,N/A,NO
2021-12-31 23:49,BTCUSDT,1m,BULL_ABSORPTION,LONG,46386.18,46395.19,46379.0,46390.82,BULL,5.6187,0.112,-0.1917,0.0341,46380.0,0,0,0,2,NO,NO
2021-12-31 23:50,BTCUSDT,1m,NONE,—,46391.42,46391.42,46347.8,46347.81,BEAR,19.9638,0.398,-7.398,0.3706,46350.0,0,0,0,1,N/A,NO
2021-12-31 23:51,BTCUSDT,1m,BULL_ABSORPTION,LONG,46347.81,46366.09,46328.75,46362.4,BULL,19.9591,0.398,5.4565,0.2734,46330.0,0,0,0,1,NO,NO
2021-12-31 23:52,BTCUSDT,1m,NONE,—,46362.4,46362.4,46349.21,46355.0,BEAR,9.5742,0.191,1.1466,0.1198,46350.0,0,0,0,1,N/A,NO
2021-12-31 23:53,BTCUSDT,1m,NONE,—,46355.0,46355.0,46304.03,46312.0,BEAR,37.268,0.743,-20.108,0.5396,46305.0,0,10,0,2,N/A,NO
2021-12-31 23:54,BTCUSDT,1m,NONE,—,46312.0,46319.06,46275.15,46285.8,BEAR,32.4945,0.648,-14.9589,0.4604,46275.0,0,0,0,1,N/A,NO
2021-12-31 23:55,BTCUSDT,1m,EXHAUSTION_BEAR,LONG,46285.79,46285.8,46250.55,46252.69,BEAR,16.6327,0.332,0.6027,0.0362,46250.0,0,0,0,1,NO,NO
2021-12-31 23:56,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46252.68,46279.4,46242.46,46249.99,BEAR,18.5241,0.369,13.2181,0.7136,46240.0,7,0,0,3,YES,NO
2021-12-31 23:57,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46250.0,46275.71,46248.33,46248.35,BEAR,32.623,0.65,21.394,0.6558,46250.0,5,0,0,3,YES,NO
2021-12-31 23:58,BTCUSDT,1m,BULL_ABSORPTION,LONG,46248.35,46248.36,46132.04,46186.33,BEAR,54.1167,1.079,-21.0565,0.3891,46130.0,0,0,0,3,YES,NO
2021-12-31 23:59,BTCUSDT,1m,NONE,—,46186.33,46233.1,46179.63,46216.93,BULL,23.1231,0.461,-4.1349,0.1788,46180.0,0,0,0,1,N/A,NO
2022-01-01 00:00,BTCUSDT,1m,NONE,—,46216.93,46271.08,46208.37,46250.0,BULL,40.5756,0.809,13.9464,0.3437,46210.0,0,0,0,1,N/A,NO
2022-01-01 00:01,BTCUSDT,1m,NONE,—,46250.0,46344.23,46234.39,46312.76,BULL,42.3808,0.845,15.4704,0.365,46235.0,0,0,0,1,N/A,NO
2022-01-01 00:02,BTCUSDT,1m,NONE,—,46312.76,46381.69,46292.75,46368.73,BULL,51.3,1.023,-5.8032,0.1131,46295.0,0,0,0,1,N/A,NO
2022-01-01 00:03,BTCUSDT,1m,EXHAUSTION_BULL,SHORT,46368.73,46391.49,46314.26,46331.08,BEAR,30.459,0.607,1.785,0.0586,46315.0,0,0,0,1,YES,NO
2022-01-01 00:04,BTCUSDT,1m,BULL_ABSORPTION,LONG,46331.07,46336.1,46300.0,46321.34,BEAR,20.9601,0.418,2.0209,0.0964,46300.0,0,0,0,1,YES,NO
2022-01-01 00:05,BTCUSDT,1m,NONE,—,46321.34,46443.56,46280.0,46436.03,BULL,35.8677,0.715,4.0161,0.112,46280.0,0,0,0,1,N/A,NO
2022-01-01 00:06,BTCUSDT,1m,NONE,—,46436.03,46518.32,46432.5,46518.31,BULL,29.3199,0.585,-2.0621,0.0703,46430.0,0,0,0,1,N/A,NO
2022-01-01 00:07,BTCUSDT,1m,CVD_DIV,SHORT,46518.31,46527.26,46427.06,46427.95,BEAR,27.818,0.555,-6.406,0.2303,46425.0,0,0,0,1,YES,NO
2022-01-01 00:08,BTCUSDT,1m,EXHAUSTION_BEAR,LONG,46427.94,46427.97,46383.78,46392.64,BEAR,15.9624,0.318,-1.8684,0.1171,46385.0,0,0,0,1,NO,NO
2022-01-01 00:09,BTCUSDT,1m,BULL_ABSORPTION,LONG,46392.64,46406.48,46350.96,46371.11,BEAR,14.4694,0.288,5.0908,0.3518,46350.0,0,0,0,2,YES,NO
2022-01-01 00:10,BTCUSDT,1m,BULL_ABSORPTION,LONG,46369.79,46394.0,46341.55,46379.8,BULL,10.657,0.212,1.439,0.135,46340.0,0,0,0,1,NO,NO
2022-01-01 00:11,BTCUSDT,1m,NONE,—,46379.8,46379.81,46293.32,46312.37,BEAR,19.0128,0.379,-4.9572,0.2607,46295.0,0,0,0,1,N/A,NO
2022-01-01 00:12,BTCUSDT,1m,BULL_ABSORPTION,LONG,46312.38,46312.38,46276.22,46288.64,BEAR,11.6263,0.232,3.4335,0.2953,46275.0,0,0,0,2,YES,NO
2022-01-01 00:13,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46288.81,46363.84,46288.64,46329.0,BULL,23.151,0.462,6.798,0.2936,46290.0,0,0,0,2,NO,NO
2022-01-01 00:14,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46329.0,46353.5,46320.3,46332.51,BULL,13.0984,0.261,1.6002,0.1222,46320.0,0,0,0,1,YES,NO
2022-01-01 00:15,BTCUSDT,1m,BULL_ABSORPTION,LONG,46332.52,46332.52,46312.38,46329.13,BEAR,8.4088,0.168,4.9024,0.583,46310.0,4,0,0,3,NO,NO
2022-01-01 00:16,BTCUSDT,1m,BULL_ABSORPTION,LONG,46329.12,46329.97,46307.84,46323.31,BEAR,24.77,0.494,7.1404,0.2883,46310.0,0,0,0,2,NO,NO
2022-01-01 00:17,BTCUSDT,1m,EXHAUSTION_BEAR,LONG,46323.31,46323.31,46280.61,46283.37,BEAR,11.9988,0.239,-0.2232,0.0186,46280.0,0,0,0,1,YES,NO
2022-01-01 00:18,BTCUSDT,1m,BULL_ABSORPTION,LONG,46283.36,46296.67,46266.32,46283.39,BULL,24.8838,0.496,7.1178,0.286,46265.0,0,0,0,2,YES,NO
2022-01-01 00:19,BTCUSDT,1m,BULL_ABSORPTION,LONG,46283.39,46303.79,46236.27,46293.9,BULL,31.0814,0.62,11.095,0.357,46235.0,0,0,0,2,YES,NO
2022-01-01 00:20,BTCUSDT,1m,NONE,—,46295.42,46337.5,46286.25,46327.98,BULL,26.619,0.531,5.133,0.1928,46285.0,0,0,0,1,N/A,NO
2022-01-01 00:21,BTCUSDT,1m,BULL_ABSORPTION,LONG,46327.97,46384.35,46290.84,46384.34,BULL,38.038,0.758,-0.9234,0.0243,46290.0,0,0,0,1,YES,NO
2022-01-01 00:22,BTCUSDT,1m,BEAR_ABSORPTION,SHORT,46384.35,46421.27,46371.97,46394.04,BULL,35.617,0.71,-1.713,0.0481,46370.0,0,0,0,1,YES,NO
2022-01-01 00:23,BTCUSDT,1m,NONE,—,46394.03,46401.9,46360.18,46368.56,BEAR,9.4456,0.188,1.2008,0.1271,46360.0,0,0,0,1,N/A,NO
2022-01-01 00:24,BTCUSDT,1m,NONE,—,46368.56,46403.94,46368.55,46395.53,BULL,25.606,0.511,0.9576,0.0374,46370.0,0,0,0,1,N/A,NO
